title de-DE;title en-EN;title es-ES;title fr-FR;title it-IT;title pl-PL;title pt-BR;title ru-RU;title zh-Hans;title zh-Hant;text de-DE;text en-EN;text es-ES;text fr-FR;text it-IT;text pl-PL;text pt-BR;text ru-RU;text zh-Hans;text zh-Hant;id;set;type;attack;rarity;defense;faction;kredits;blitz;mobilize;smokescreen;fury;pincer;alpine;guard;ambush;intel3;heavyArmor1;intel2;heavyArmor2;image de-DE;image en-EN;image es-ES;image fr-FR;image it-IT;image pl-PL;image pt-BR;image ru-RU;image zh-Hans;image zh-Hant
HARTNÄCKIGE VERTEIDIGUNG;STUBBORN DEFENSE;DEFENSA TENAZ;DÉFENSE TENACE;DIFESA OSTINATA;NIEUSTĘPLIWA OBRONA;DEFESA OBSTINADA;УПОРНАЯ ЗАЩИТА;殊死防守;殊死防守;Wenn der Feind deine Einheit angreift, gib deiner Einheit +2 Verteidigung.;When an enemy attacks your unit, give your unit +2 defense.;Cuando el enemigo ataque a tu unidad, esta recibe +2 de defensa;Lorsque l’ennemi attaque votre unité, celle-ci gagne +2 de défense;Quando un nemico attacca un'unità alleata, dai a quell'unità +2 difesa.;Gdy przeciwnik atakuje twoją jednostkę, zapewnij jej +2 do obrony.;Quando o inimigo atacar sua unidade, dê a ela +1 +2.;Атакуемый врагом отряд получает +2 защиты;你的单位被攻击时，使其获得 +2 防御力。;你的單位被攻擊時，使其獲得 +2 防禦力。;stubborn_defense;Legions;countermeasure;;Standard;;Poland;0;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/stubborn_defense.png;https://www.kards.com//images/card/v15/en-EN/stubborn_defense.png;https://www.kards.com//images/card/v15/es-ES/stubborn_defense.png;https://www.kards.com//images/card/v15/fr-FR/stubborn_defense.png;https://www.kards.com//images/card/v15/it-IT/stubborn_defense.png;https://www.kards.com//images/card/v15/pl-PL/stubborn_defense.png;https://www.kards.com//images/card/v15/pt-BR/stubborn_defense.png;https://www.kards.com//images/card/v15/ru-RU/stubborn_defense.png;https://www.kards.com//images/card/v15/zh-Hans/stubborn_defense.png;https://www.kards.com//images/card/v15/zh-Hant/stubborn_defense.png
UNERWARTETER WIDERSTAND;UNEXPECTED RESISTANCE;RESISTENCIA INESPERADA;RÉSISTANCE INATTENDUE;RESISTENZA INASPETTATA;NIEOCZEKIWANY OPÓR;RESISTÊNCIA INESPERADA;НЕОЖИДАННОЕ СОПРОТИВЛЕНИЕ;意外反抗;意外反抗;Setzt eine Einheit fest, die sich an die Front bewegt. Wenn sie Blitz hat, wird sie stattdessen zerstört.;Pin a unit that moves to the frontline. If it has Blitz, destroy it instead.;Inmoviliza una unidad que se desplace al frente. Si tiene Blitz, la destruye.;Lorsqu'une unité rejoint la première ligne, Immobilisez-la. Si elle possède Blitz, détruisez-la.;Quando un'unità nemica si muove in prima linea, Bloccala. Se ha Blitz, distruggila.;Przyszpil jednostkę, która rusza na linię frontu. Jeśli jednostka ta ma Impet, zostaje zniszczona.;Imobilize uma unidade que tenta se mover para a linha de frente. Se ela tem blitz, destrua a carta.;Блокирует отряд, передвигаемый на линию фронта. Если у этого отряда есть эффект Блиц, отряд уничтожается.;压制一个移动至前线的单位。如果该单位具有闪击，将其消灭。;壓制一個移動至前線的單位。如果該單位具有閃擊，將其消滅。;unexpected_resistance;Base;countermeasure;;Standard;;Britain;0;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/unexpected_resistance.png;https://www.kards.com//images/card/v15/en-EN/unexpected_resistance.png;https://www.kards.com//images/card/v15/es-ES/unexpected_resistance.png;https://www.kards.com//images/card/v15/fr-FR/unexpected_resistance.png;https://www.kards.com//images/card/v15/it-IT/unexpected_resistance.png;https://www.kards.com//images/card/v15/pl-PL/unexpected_resistance.png;https://www.kards.com//images/card/v15/pt-BR/unexpected_resistance.png;https://www.kards.com//images/card/v15/ru-RU/unexpected_resistance.png;https://www.kards.com//images/card/v15/zh-Hans/unexpected_resistance.png;https://www.kards.com//images/card/v15/zh-Hant/unexpected_resistance.png
USACE;USACE;USACE;USACE;USACE;USACE;USACE;USACE;陆军工程兵团;陸軍工程兵團;Gibt einer Panzer- oder Infanterieeinheit +1+1.;Give a tank or infantry +1+1.;Le otorga a un tanque o a infantería un +1+1.;Confère +1+1 à une unité d’infanterie ou un char.;Dai +1+1 a una fanteria o carro armato.;Zapewnij czołgowi lub piechocie +1+1.;Dê +1+1 a um tanque ou infantaria.;Даёт танку или пехоте +1 +1.;使一个坦克或步兵获得 +1+1。;使一個坦克或步兵獲得 +1+1。;usace;Base;order;;Standard;;USA;0;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/usace.png;https://www.kards.com//images/card/v15/en-EN/usace.png;https://www.kards.com//images/card/v15/es-ES/usace.png;https://www.kards.com//images/card/v15/fr-FR/usace.png;https://www.kards.com//images/card/v15/it-IT/usace.png;https://www.kards.com//images/card/v15/pl-PL/usace.png;https://www.kards.com//images/card/v15/pt-BR/usace.png;https://www.kards.com//images/card/v15/ru-RU/usace.png;https://www.kards.com//images/card/v15/zh-Hans/usace.png;https://www.kards.com//images/card/v15/zh-Hant/usace.png
RÜSTUNGSINDUSTRIE;WAR PRODUCTION;PRODUCCIÓN DE GUERRA;PRODUCTION DE GUERRE;PRODUZIONE MILITARE;PRODUKCJA WOJENNA;PRODUÇÃO DE GUERRA;ВОЕННОЕ ПРОИЗВОДСТВО;战时生产;戰時生產;Du erhältst in diesem Zug 2 zusätzliche Kredits. Wirf alle Karten ab, die keine Einheiten sind.;Gain 2 additional kredits this turn. Discard all non-unit cards.;Obtienes 2 kréditos adicionales en este turno. Descarta todas las cartas que no sean de unidades.;Gagnez 2 Krédits supplémentaires pendant ce tour. Défaussez-vous de toutes les cartes autres que des unités.;Ottieni 2 krediti per questo turno. Scarta tutte le carte non unità.;Zyskaj w tej turze 2 dodatkowe kredyty. Odrzuć wszystkie karty niebędące jednostkami.;Ganhe 2 créditos adicionais neste turno. Descarte todas as cartas que não são unidades.;Даёт 2 дополнительных кредита за этот ход. Сбрасывает все карты, которые не являются отрядами.;在本回合中，获得额外 2 个指挥点。弃掉所有非单位手牌。;在本回合中，獲得額外 2 個指揮點。棄掉所有非單位手牌。;war_production;Base;order;;Standard;;Soviet;0;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/war_production.png;https://www.kards.com//images/card/v15/en-EN/war_production.png;https://www.kards.com//images/card/v15/es-ES/war_production.png;https://www.kards.com//images/card/v15/fr-FR/war_production.png;https://www.kards.com//images/card/v15/it-IT/war_production.png;https://www.kards.com//images/card/v15/pl-PL/war_production.png;https://www.kards.com//images/card/v15/pt-BR/war_production.png;https://www.kards.com//images/card/v15/ru-RU/war_production.png;https://www.kards.com//images/card/v15/zh-Hans/war_production.png;https://www.kards.com//images/card/v15/zh-Hant/war_production.png
109. KAMPFPIONIERE;109th COMBAT ENGINEERS;109.ª ARMA DE INGENIEROS;109e INGÉNIEURS MILITAIRES;109° GENIO COMBATTENTI;109 BATALION SAPERÓW;109º BATALHÃO DE SAPADORES;109-й ИНЖЕНЕРНЫЙ БАТАЛЬОН;第 109 战斗工兵营;第 109 戰鬥工兵營;Wenn sich eine andere verbündete Einheit an die Front bewegt, gib ihr +1 Angriff.;When another friendly unit moves into the frontline, give it +1 attack.;Cuando otra unidad aliada se mueve al frente, le otorga +1 de ataque.;Lorsqu'une autre unité alliée rejoint la première ligne, elle gagne +1 d'attaque.;Quando un’altra unità alleata si sposta in prima linea, gli fornisce +1 attacco.;Gdy inna sojusznicza jednostka przemieszcza się na linię frontu, zapewnij jej +1 do ataku.;Quando outra unidade aliada move para a linha de frente, ela ganha +1 de ataque.;Когда другой дружественный отряд перемещается на линию фронта, он получает +1 к атаке.;其他进入前线的友方单位获得 +1 攻击力。;其他進入前線的友方單位獲得 +1 攻擊力。;109th_combat_engineers;Allegiance;infantry;1;Special;2;USA;1;;;1;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/109th_combat_engineers.png;https://www.kards.com//images/card/v15/en-EN/109th_combat_engineers.png;https://www.kards.com//images/card/v15/es-ES/109th_combat_engineers.png;https://www.kards.com//images/card/v15/fr-FR/109th_combat_engineers.png;https://www.kards.com//images/card/v15/it-IT/109th_combat_engineers.png;https://www.kards.com//images/card/v15/pl-PL/109th_combat_engineers.png;https://www.kards.com//images/card/v15/pt-BR/109th_combat_engineers.png;https://www.kards.com//images/card/v15/ru-RU/109th_combat_engineers.png;https://www.kards.com//images/card/v15/zh-Hans/109th_combat_engineers.png;https://www.kards.com//images/card/v15/zh-Hant/109th_combat_engineers.png
10. PIONIERBATAILLON;10th ENGINEERS BATTALION;10.º BATALLÓN DE INGENIEROS;10e BATAILLON DU GÉNIE;10° BATTAGLIONE DEL GENIO;10 BATALION INŻYNIERYJNY;10º BATALHÃO DE ENGENHEIROS;10-й ИНЖЕНЕРНЫЙ БАТАЛЬОН;第 10 工兵营;第 10 工兵營;Benachbarte Bodeneinheiten haben +2 Angriff.;Adjacent ground units have +2 attack.;Las unidades que estén en un terreno adyacente tienen un +2 de ataque.;Confère +2 d’attaque aux unités terrestres adjacentes.;Le unità di terra adiacenti hanno +2 attacco.;Sąsiednie jednostki lądowe otrzymują +2 do ataku.;Unidades terrestres adjacentes recebem +2 de ataque.;Соседние наземные отряды получают +2 к атаке.;相邻的陆军 +2 攻击力。;相鄰的陸軍 +2 攻擊力。;10th_engineers_battalion;Base;infantry;1;Special;1;USA;1;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/10th_engineers_battalion.png;https://www.kards.com//images/card/v15/en-EN/10th_engineers_battalion.png;https://www.kards.com//images/card/v15/es-ES/10th_engineers_battalion.png;https://www.kards.com//images/card/v15/fr-FR/10th_engineers_battalion.png;https://www.kards.com//images/card/v15/it-IT/10th_engineers_battalion.png;https://www.kards.com//images/card/v15/pl-PL/10th_engineers_battalion.png;https://www.kards.com//images/card/v15/pt-BR/10th_engineers_battalion.png;https://www.kards.com//images/card/v15/ru-RU/10th_engineers_battalion.png;https://www.kards.com//images/card/v15/zh-Hans/10th_engineers_battalion.png;https://www.kards.com//images/card/v15/zh-Hant/10th_engineers_battalion.png
111. INDISCHE BRIGADE;111th INDIAN BRIGADE;111.ª Brigada de la India;111e BRIGADE INDIENNE;111ª INDIAN BRIGADE;111 BRYGADA INDYJSKA;111º BRIGADA INDIANA;111-я ИНДИЙСКАЯ БРИГАДА;第 111 印度旅;第 111 印度旅;Wenn dein HQ Verteidigung erhält, erhält es 1 Verteidigung extra.;When your HQ gains defense, it gains 1 extra defense.;Cuando tu cuartel general obtenga defensa, obtiene 1 de defensa extra.;Lorsque votre QG gagne en défense, il gagne +1 de défense supplémentaire.;Quando il tuo QG guadagna difesa, guadagna un 1 difesa aggiuntivo.;Gdy twój sztab podnosi swój poziom obrony, wzrasta on dodatkowo o 1 pkt.;Quando seu QG ganha defesa, ele ganha 1 de defesa adicional.;Когда ваш штаб получает прибавку к защите, он получает ещё +1 к защите.;你的总部增加防御力时，额外加 1 点。;你的總部增加防禦力時，額外加 1 點。;111th_indian_brigade;Allegiance;infantry;1;Special;3;Britain;1;;;;1;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/111th_indian_brigade.png;https://www.kards.com//images/card/v15/en-EN/111th_indian_brigade.png;https://www.kards.com//images/card/v15/es-ES/111th_indian_brigade.png;https://www.kards.com//images/card/v15/fr-FR/111th_indian_brigade.png;https://www.kards.com//images/card/v15/it-IT/111th_indian_brigade.png;https://www.kards.com//images/card/v15/pl-PL/111th_indian_brigade.png;https://www.kards.com//images/card/v15/pt-BR/111th_indian_brigade.png;https://www.kards.com//images/card/v15/ru-RU/111th_indian_brigade.png;https://www.kards.com//images/card/v15/zh-Hans/111th_indian_brigade.png;https://www.kards.com//images/card/v15/zh-Hant/111th_indian_brigade.png
128. SCHÜTZENREGIMENT;128th RIFLES;128.º DE FUSILEROS;128e RÉGIMENT DE FUSILIERS;128° FUCILIERI;128 PUŁK STRZELCÓW;128° REGIMENTO DE FUZILEIROS;128-й СТРЕЛКОВЫЙ ПОЛК;步兵第 128 团;步兵第 128 團;;;;;;;;;;;128th_rifles;Breakthrough;infantry;3;Standard;1;Soviet;1;;;;;1;;;;;;;;https://www.kards.com//images/card/v15/de-DE/128th_rifles.png;https://www.kards.com//images/card/v15/en-EN/128th_rifles.png;https://www.kards.com//images/card/v15/es-ES/128th_rifles.png;https://www.kards.com//images/card/v15/fr-FR/128th_rifles.png;https://www.kards.com//images/card/v15/it-IT/128th_rifles.png;https://www.kards.com//images/card/v15/pl-PL/128th_rifles.png;https://www.kards.com//images/card/v15/pt-BR/128th_rifles.png;https://www.kards.com//images/card/v15/ru-RU/128th_rifles.png;https://www.kards.com//images/card/v15/zh-Hans/128th_rifles.png;https://www.kards.com//images/card/v15/zh-Hant/128th_rifles.png
158. NACHSCHUB;158. NACHSCHUB;158.º NACHSCHUB;158e NACHSCHUB;158° NACHSCHUB;158 NACHSCHUB;158. NACHSCHUB;158-й БАТАЛЬОН NACHSCHUB;第 158 补给营;第 158 補給營;Erhalte 2 Kredits für die erste feindliche Einheit, die während deines Zuges zerstört wird.;Gain 2 kredits for the first enemy unit destroyed during your turn.;Gana 2 kréditos por la primera unidad enemiga destruida durante tu turno.;Gagnez 2 Krédits pour la première unité ennemie détruite pendant votre tour.;Una volta per turno, quando distruggi un'unità nemica, guadagna 2 krediti.;Zyskaj 2 kredyty za pierwszą jednostkę przeciwnika zniszczoną podczas twojej tury.;Zyskaj 2 kredyty za pierwszą jednostkę przeciwnika zniszczoną podczas twojej tury.;Получите 2 кредита за первое уничтожение вражеского отряда в ваш ход.;在你的回合中，消灭第一个敌方单位时，获得 2 个指挥点。;在你的回合中，消滅第一個敵方單位時，獲得 2 個指揮點。;158_nachschub;Base;infantry;0;Elite;4;Germany;1;;;1;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/158_nachschub.png;https://www.kards.com//images/card/v15/en-EN/158_nachschub.png;https://www.kards.com//images/card/v15/es-ES/158_nachschub.png;https://www.kards.com//images/card/v15/fr-FR/158_nachschub.png;https://www.kards.com//images/card/v15/it-IT/158_nachschub.png;https://www.kards.com//images/card/v15/pl-PL/158_nachschub.png;https://www.kards.com//images/card/v15/pt-BR/158_nachschub.png;https://www.kards.com//images/card/v15/ru-RU/158_nachschub.png;https://www.kards.com//images/card/v15/zh-Hans/158_nachschub.png;https://www.kards.com//images/card/v15/zh-Hant/158_nachschub.png
15. KAVALLERIEREGIMENT;15th CAVALRY REGIMENT;15.º REGIMIENTO DE CABALLERÍA;15e RÉGIMENT DE CAVALERIE;15° REG. CAVALLERIA;15 PUŁK KAWALERII;15º REGIMENTO DE CAVALARIA;15-й КАВАЛЕРИЙСКИЙ ПОЛК;习志野骑兵联队;習志野騎兵聯隊;;;;;;;;;;;15th_cavalry_regiment;Base;infantry;2;Limited;1;Japan;1;1;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/15th_cavalry_regiment.png;https://www.kards.com//images/card/v15/en-EN/15th_cavalry_regiment.png;https://www.kards.com//images/card/v15/es-ES/15th_cavalry_regiment.png;https://www.kards.com//images/card/v15/fr-FR/15th_cavalry_regiment.png;https://www.kards.com//images/card/v15/it-IT/15th_cavalry_regiment.png;https://www.kards.com//images/card/v15/pl-PL/15th_cavalry_regiment.png;https://www.kards.com//images/card/v15/pt-BR/15th_cavalry_regiment.png;https://www.kards.com//images/card/v15/ru-RU/15th_cavalry_regiment.png;https://www.kards.com//images/card/v15/zh-Hans/15th_cavalry_regiment.png;https://www.kards.com//images/card/v15/zh-Hant/15th_cavalry_regiment.png
164. INFANTERIEREGIMENT;164th INFANTRY REGIMENT;164.º REGIMIENTO DE INFANTERÍA;164e RÉGIMENT D’INFANTERIE;164° REG. FANTERIA;164 PUŁK PIECHOTY;164º REGIMENTO DE INFANTARIA;164-й ПЕХОТНЫЙ ПОЛК;第 164 步兵团;第 164 步兵團;Zerstörung: Gibt einer zufälligen verbündeten Einheit +1+1.;Destruction: Give a random friendly unit +1+1.;Destrucción: Le otorga a una unidad aliada al azar +1+1.;Destruction : Confère +1+1 à une unité alliée au hasard.;Distruzione: dai +1+1 a un’unità alleata casuale.;Zniszczenie: zapewnij losowej sojuszniczej jednostce +1+1.;Destruição: dê +1+1 a uma unidade aliada aleatória.;Уничтожение: случайный дружественный отряд получает +1 +1.;亡计：使一个随机友方单位获得 +1+1。;亡計：使一個隨機友方單位獲得 +1+1。;164th_infantry_regiment;TheatersOfWar;infantry;1;Standard;1;USA;1;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/164th_infantry_regiment.png;https://www.kards.com//images/card/v15/en-EN/164th_infantry_regiment.png;https://www.kards.com//images/card/v15/es-ES/164th_infantry_regiment.png;https://www.kards.com//images/card/v15/fr-FR/164th_infantry_regiment.png;https://www.kards.com//images/card/v15/it-IT/164th_infantry_regiment.png;https://www.kards.com//images/card/v15/pl-PL/164th_infantry_regiment.png;https://www.kards.com//images/card/v15/pt-BR/164th_infantry_regiment.png;https://www.kards.com//images/card/v15/ru-RU/164th_infantry_regiment.png;https://www.kards.com//images/card/v15/zh-Hans/164th_infantry_regiment.png;https://www.kards.com//images/card/v15/zh-Hant/164th_infantry_regiment.png
16. SCHÜTZENREGIMENT;16th RIFLES;16.º DE FUSILEROS;6e RÉGIMENT DE FUSILIERS;16° FUCILIERI;16 PUŁK STRZELCÓW;16º FUZIS;16-й СТРЕЛКОВЫЙ ПОЛК;步兵第 16 团;步兵第 16 團;Erhält am Anfang deines Zugs +1+1.;At the start of your turn gain +1+1.;Al comienzo de tu turno, obtienes +1+1.;Gagne +1+1 au début de votre tour.;All'inizio del tuo turno, ottiene +1+1.;Na początku tury zyskujesz +1+1.;No início do seu turno, ganhe +1+1.;В начале вашего хода получает +1 +1.;在你的回合开始时，获得 +1+1。;在你的回合開始時，獲得 +1+1。;16th_rifles;Base;infantry;0;Special;1;Soviet;1;;;1;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/16th_rifles.png;https://www.kards.com//images/card/v15/en-EN/16th_rifles.png;https://www.kards.com//images/card/v15/es-ES/16th_rifles.png;https://www.kards.com//images/card/v15/fr-FR/16th_rifles.png;https://www.kards.com//images/card/v15/it-IT/16th_rifles.png;https://www.kards.com//images/card/v15/pl-PL/16th_rifles.png;https://www.kards.com//images/card/v15/pt-BR/16th_rifles.png;https://www.kards.com//images/card/v15/ru-RU/16th_rifles.png;https://www.kards.com//images/card/v15/zh-Hans/16th_rifles.png;https://www.kards.com//images/card/v15/zh-Hant/16th_rifles.png
173. GARDESCHÜTZEN;173rd GUARD RIFLES;173.º GUARDIA DE FUSILES;173e FUSILIERS DE LA GARDE;173° FUCILI DELLE GUARDIE;173 GWARDYJSKI PUŁK STRZELCÓW;173º RIFLES DE GUARDA;173-я ГВАРДЕЙСКИЙ ПОЛК;近卫步兵第 173 团;近衛步兵第 173 團;Erhält +1 Angriff, wenn dein HQ beschädigt wird.;Gets +1 attack when your HQ takes damage.;Obtiene +1 de ataque cuando tu cuartel recibe daño.;Gagne +1 d'attaque lorsque votre QG subit des dégâts.;Quando il tuo QG subisce danni, ottiene +1 attacco.;Otrzymuje +1 do ataku, gdy twój sztab zostanie uszkodzony.;Recebe +1 de ataque quando seu QG sofre dano.;Получает +1 к атаке, когда ваш штаб получает урон.;你的总部受到伤害时，获得  +1 攻击力。;你的總部受到傷害時，獲得  +1 攻擊力。;173rd_guard_rifles;Legions;infantry;1;Standard;1;Soviet;1;1;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/173rd_guard_rifles.png;https://www.kards.com//images/card/v15/en-EN/173rd_guard_rifles.png;https://www.kards.com//images/card/v15/es-ES/173rd_guard_rifles.png;https://www.kards.com//images/card/v15/fr-FR/173rd_guard_rifles.png;https://www.kards.com//images/card/v15/it-IT/173rd_guard_rifles.png;https://www.kards.com//images/card/v15/pl-PL/173rd_guard_rifles.png;https://www.kards.com//images/card/v15/pt-BR/173rd_guard_rifles.png;https://www.kards.com//images/card/v15/ru-RU/173rd_guard_rifles.png;https://www.kards.com//images/card/v15/zh-Hans/173rd_guard_rifles.png;https://www.kards.com//images/card/v15/zh-Hant/173rd_guard_rifles.png
1. INFANTERIEREGIMENT;1. INFANTRY REGIMENT;1.º REGIMIENTO DE INFANTERÍA;1er RÉGIMENT D’INFANTERIE;1° REG. FANTERIA;1 PUŁK PIECHOTY;1º REGIMENTO DE INFANTARIA;1-й ПЕХОТНЫЙ ПОЛК;第 1 步兵团;第 1 步兵團;;;;;;;;;;;1_infantry_regiment;Base;infantry;1;Standard;2;Germany;1;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/1_infantry_regiment.png;https://www.kards.com//images/card/v15/en-EN/1_infantry_regiment.png;https://www.kards.com//images/card/v15/es-ES/1_infantry_regiment.png;https://www.kards.com//images/card/v15/fr-FR/1_infantry_regiment.png;https://www.kards.com//images/card/v15/it-IT/1_infantry_regiment.png;https://www.kards.com//images/card/v15/pl-PL/1_infantry_regiment.png;https://www.kards.com//images/card/v15/pt-BR/1_infantry_regiment.png;https://www.kards.com//images/card/v15/ru-RU/1_infantry_regiment.png;https://www.kards.com//images/card/v15/zh-Hans/1_infantry_regiment.png;https://www.kards.com//images/card/v15/zh-Hant/1_infantry_regiment.png
1. US-LUFTLANDEDIVISION;1st AIRBORNE;1.ª DIVISIÓN AEROTRANSPORTADA;1re AÉROPORTÉE;1ª AVIOTRASPORTATA;1 DYWIZJA POWIETRZNODESANTOWA;1ª DIVISÃO AEROTRANSPORTADORA;1-я ДЕСАНТНАЯ ДИВИЗИЯ;第 1 伞兵旅;第 1 傘兵旅;-1 Aktionskosten am Anfang deines Zugs, wenn Mobilisiert.;At the start of your turn, -1 operation cost if Mobilized.;Al comienzo de tu turno, tiene -1 de costo de operación si Movilizar está activo.;Au début de votre tour, son coût d'opération est réduit de 1 si l'unité est Mobilisée.;All’inizio del tuo turno, ottiene -1 costo operativo se unità se Mobilitata.;Mobilizacja sprawia, że na początku twojej tury koszt operacyjny wynosi -1.;-1 de custo de operação se está mobilizado no começo do seu turno.;-1 к стоимости использования в начале вашего хода, если действует эффект Мобилизация.;在你的回合开始时，如果具有动员，-1 行动花费。;在你的回合開始時，如果具有動員，-1 行動花費。;1st_airborne;Allegiance;infantry;1;Limited;1;Britain;1;;1;1;1;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/1st_airborne.png;https://www.kards.com//images/card/v15/en-EN/1st_airborne.png;https://www.kards.com//images/card/v15/es-ES/1st_airborne.png;https://www.kards.com//images/card/v15/fr-FR/1st_airborne.png;https://www.kards.com//images/card/v15/it-IT/1st_airborne.png;https://www.kards.com//images/card/v15/pl-PL/1st_airborne.png;https://www.kards.com//images/card/v15/pt-BR/1st_airborne.png;https://www.kards.com//images/card/v15/ru-RU/1st_airborne.png;https://www.kards.com//images/card/v15/zh-Hans/1st_airborne.png;https://www.kards.com//images/card/v15/zh-Hant/1st_airborne.png
1. FERNMELDEREGIMENT;1st SIGNAL REGIMENT;1.º REGIMIENTO DE SEÑALES;1er RÉGIMENT DE TRANSMISSION;1° REG. TRASMISSIONI;1 PUŁK SYGNALIZACYJNY;1º REGIMENTO DE SINAIS;1-й ПОЛК СВЯЗИ;通信第 1 联队;通信第 1 聯隊;Fügt dem feindlichen HQ 1 Schaden zu, wenn eine andere verbündete Einheit zerstört wird.;When another friendly unit is destroyed, deal 1 damage to the enemy HQ.;Cuando otra unidad aliada es destruida, inflige 1 de daño al cuartel del enemigo.;Lorsqu’une unité alliée est détruite, infligez 1 dégât au QG ennemi.;Quando un'altra unità alleata viene distrutta, infliggi 1 danno al QG nemico.;Zadaj 1 pkt zniszczeń sztabowi przeciwnika po zniszczeniu innej sojuszniczej jednostki.;Quando outra unidade aliada é destruída, cause 1 de dano ao QG inimigo.;При уничтожении другого друж. отряда наносит 1 ед. урона враж. штабу.;其他友方单位被消灭时，对敌方总部造成 1 点伤害。;其他友方單位被消滅時，對敵方總部造成 1 點傷害。;1st_signal_regiment;Base;infantry;0;Elite;4;Japan;1;;;1;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/1st_signal_regiment.png;https://www.kards.com//images/card/v15/en-EN/1st_signal_regiment.png;https://www.kards.com//images/card/v15/es-ES/1st_signal_regiment.png;https://www.kards.com//images/card/v15/fr-FR/1st_signal_regiment.png;https://www.kards.com//images/card/v15/it-IT/1st_signal_regiment.png;https://www.kards.com//images/card/v15/pl-PL/1st_signal_regiment.png;https://www.kards.com//images/card/v15/pt-BR/1st_signal_regiment.png;https://www.kards.com//images/card/v15/ru-RU/1st_signal_regiment.png;https://www.kards.com//images/card/v15/zh-Hans/1st_signal_regiment.png;https://www.kards.com//images/card/v15/zh-Hant/1st_signal_regiment.png
28. JÄGERREGIMENT;28. JÄGER REGIMENT;28.º REGIMIENTO DE JÄGER;28e RÉGIMENT JÄGER;28° REG. JÄGER;28 PUŁK JEGRÓW;28. REGIMENTO JÄGER;28-й СТРЕЛКОВЫЙ ПОЛК;第 28 猎兵团;第 28 獵兵團;Erhält Hinterhalt, wenn sie sich an die Front bewegt.;Gains Ambush when it moves into the frontline.;Obtiene Emboscada cuando se mueve hacia el frente de batalla.;Gagne Embuscade lorsqu'il rejoint la première ligne.;Ottiene Imboscata quando si sposta in prima linea.;Otrzymuje Zasadzkę po przemieszczeniu na linię frontu.;Ganha Emboscada quando se move para a linha de frente.;Получает эффект Засада, когда выходит на линию фронта.;此单位进入前线后，获得伏击。;此單位進入前線後，獲得伏擊。;28_jger_regiment;Legions;infantry;2;Limited;1;Germany;1;;;1;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/28_jger_regiment.png;https://www.kards.com//images/card/v15/en-EN/28_jger_regiment.png;https://www.kards.com//images/card/v15/es-ES/28_jger_regiment.png;https://www.kards.com//images/card/v15/fr-FR/28_jger_regiment.png;https://www.kards.com//images/card/v15/it-IT/28_jger_regiment.png;https://www.kards.com//images/card/v15/pl-PL/28_jger_regiment.png;https://www.kards.com//images/card/v15/pt-BR/28_jger_regiment.png;https://www.kards.com//images/card/v15/ru-RU/28_jger_regiment.png;https://www.kards.com//images/card/v15/zh-Hans/28_jger_regiment.png;https://www.kards.com//images/card/v15/zh-Hant/28_jger_regiment.png
